date,gross_return,n_positions,n_long,n_short,beta_exposure,turnover,fixed_cost,mktrf,market_hedge_weight,market_hedge_return,beta_neutral_gross_return,net_return,taq_total_cost,taq_cost_coverage,taq_traded_names,taq_net_return
2006-01-01,0.022680403543397544,369,185,184,-0.40183892698544865,1.0,0.001,-0.003,0.40183892698544865,-0.001205516780956346,0.0214748867624412,0.020474886762441198,0.002389532010191319,1.0,369,0.01908535475224988
2006-02-01,-0.026177186643174994,467,232,235,-0.3729527995455216,1.2122576111532168,0.0012122576111532168,0.0147,0.3729527995455216,0.005482406153319167,-0.020694780489855825,-0.02190703810100904,0.002435580762077973,0.981418918918919,592,-0.0231303612519338
2006-03-01,0.013464708240602105,385,190,195,0.45477172805342103,1.952904567207526,0.0019529045672075258,0.0073,-0.45477172805342103,-0.0033198336147899736,0.010144874625812131,0.008191970058604605,0.004241075332259324,0.994269340974212,698,0.0059037992935528074
2006-04-01,0.00786692532800246,421,213,208,0.2716313238667036,1.5663516121176413,0.0015663516121176412,-0.0356,-0.2716313238667036,0.009670075129654647,0.017537000457657107,0.015970648845539465,0.0036769037340550086,0.9721362229102167,646,0.013860096723602099
2006-05-01,-0.0013245052803044683,413,199,214,-0.004540409301010736,1.5981411669068684,0.0015981411669068685,-0.0035,0.004540409301010736,-1.5891432553537575e-05,-0.001340396712858006,-0.0029385378797648744,0.003855878288460235,0.9667149059334298,691,-0.005196275001318241
2006-06-01,0.03452970878522005,450,230,220,-0.40223461455564663,1.52720412135334,0.00152720412135334,-0.0077,0.40223461455564663,-0.0030972065320784793,0.03143250225314157,0.02990529813178823,0.003488481127997537,0.9911504424778761,678,0.027944021125144033
2006-07-01,0.0067634373310464825,506,261,245,-0.43718201706949406,0.597823982334615,0.000597823982334615,0.0203,0.43718201706949406,0.00887479494651073,0.015638232277557212,0.015040408295222596,0.0012704837270780206,0.9873873873873874,555,0.014367748550479191
2006-08-01,-0.006377237622130919,371,186,185,0.6392626241356953,1.9966666666666666,0.0019966666666666666,0.0184,-0.6392626241356953,-0.011762432284096794,-0.018139669906227715,-0.020136336572894382,0.004367176159682844,0.9921507064364207,637,-0.02250684606591056
2006-09-01,0.0065774915039222386,420,202,218,-0.08557677103430672,1.6750462798826438,0.0016750462798826437,0.0322,0.08557677103430672,0.0027555720273046763,0.009333063531226916,0.007658017251344272,0.0038864445235472864,0.991044776119403,670,0.005446619007679629
2006-10-01,0.012488380060551918,442,216,226,0.19902530506252716,1.4302874471887645,0.0014302874471887645,0.017,-0.19902530506252716,-0.003383430186062962,0.009104949874488956,0.007674662427300192,0.0034030741793423486,0.9896449704142012,676,0.005701875695146607
2006-11-01,0.02241020012636745,437,206,231,-0.4704286518390226,1.631866969608337,0.0016318669696083368,0.0085,0.4704286518390226,0.003998643540631693,0.02640884366699914,0.024776976697390804,0.00356669740765682,0.9889349930843707,723,0.022842146259342323
2006-12-01,0.01943443509616395,427,209,218,0.11618282035752628,1.584463936944939,0.0015844639369449389,0.0138,-0.11618282035752628,-0.0016033229209338627,0.01783111217523009,0.01624664823828515,0.003676901366702675,0.9842180774748924,697,0.014154210808527416
2007-01-01,0.0007342723216941825,450,242,208,0.41654847059653244,1.5829082793579163,0.0015829082793579162,-0.0196,-0.41654847059653244,0.008164350023692035,0.008898622345386218,0.007315714066028302,0.0037067931267804953,0.9871611982881597,701,0.005191829218605722
2007-02-01,0.0014459697567186878,428,224,204,0.1927966223019078,1.7898352905939572,0.0017898352905939571,0.0071,-0.1927966223019078,-0.0013688560183435455,7.711373837514224e-05,-0.001712721552218815,0.004051311789296385,0.9864864864864865,740,-0.003974198050921243
2007-03-01,0.010554706400629919,443,223,220,-0.010952326780080787,1.5831230412189865,0.0015831230412189864,0.0349,0.010952326780080787,0.00038223620462481947,0.010936942605254739,0.009353819564035751,0.003796608251369282,0.9866071428571429,672,0.0071403343538854564
2007-04-01,-0.0074839695891040624,449,228,221,-0.3843552921017855,1.675971653569437,0.001675971653569437,0.0323,0.3843552921017855,0.012414675934887673,0.00493070634578361,0.003254734692214173,0.003873610793074106,0.9865591397849462,744,0.0010570955527095041
2007-05-01,0.003080508459592488,473,237,236,-0.5359614187804324,1.471454283588608,0.001471454283588608,-0.0196,0.5359614187804324,-0.010504843808096473,-0.007424335348503985,-0.008895789632092593,0.0033403933181318573,0.9932432432432432,740,-0.010764728666635841
2007-06-01,-0.0011588416953796392,488,245,243,-0.33831095117981647,1.3415383335124926,0.0013415383335124926,-0.0372,0.33831095117981647,-0.012585167383889172,-0.013744009079268812,-0.015085547412781303,0.003264088383013435,0.9930651872399445,721,-0.017008097462282247
2007-07-01,-0.003939215285898151,415,208,207,0.2860424127477814,1.8458578292890249,0.0018458578292890248,0.0094,-0.2860424127477814,-0.0026887986798291453,-0.006628013965727296,-0.008473871795016321,0.004131954641010004,0.9658792650918635,762,-0.010759968606737301
2007-08-01,-0.010901346836917151,410,205,205,-0.2872259169074433,1.807342486310384,0.0018073424863103839,0.0322,0.2872259169074433,0.009248674524419674,-0.0016526723124974767,-0.0034600147988078605,0.004456303459947276,0.9825834542815675,689,-0.006108975772444752
2007-09-01,-0.007406137477644962,453,216,237,-0.3828320868873291,1.3371906443539374,0.0013371906443539374,0.0179,0.3828320868873291,0.006852694355283191,-0.0005534431223617707,-0.0018906337667157081,0.0029579554557138356,0.9801223241590215,654,-0.0035113985780756063
2007-10-01,-0.035983182949906205,402,198,204,0.3086319250841344,1.9429691381778667,0.0019429691381778668,-0.048,-0.3086319250841344,0.014814332404038452,-0.021168850545867753,-0.02311181968404562,0.003884917303265255,0.9850074962518741,667,-0.025053767849133008
2007-11-01,-0.0060735528774129065,392,194,198,-0.3849428737808238,1.9651148043340905,0.0019651148043340902,-0.0087,0.3849428737808238,-0.0033490030018931667,-0.009422555879306073,-0.011387670683640164,0.004076851462885602,0.9663299663299664,594,-0.013499407342191676
2007-12-01,0.014012658556604475,465,234,231,-0.2951183632611334,0.8403287084527764,0.0008403287084527765,-0.0633,0.2951183632611334,-0.018680992394429743,-0.004668333837825268,-0.005508662546278045,0.0020688664245688553,0.9761904761904762,546,-0.0067372002623941225
2008-01-01,-0.01377895798035988,383,190,193,0.31271439768223847,1.9215238630053828,0.001921523863005383,-0.0309,-0.31271439768223847,0.009662874888381169,-0.004116083091978711,-0.006037606954984094,0.0045391883227911866,0.9711815561959655,694,-0.008655271414769898
2008-02-01,0.032665850928147305,379,186,193,-0.3168760669330149,1.9113892333847198,0.0019113892333847196,-0.0094,0.3168760669330149,-0.00297863502917034,0.029687215898976965,0.027775826665592245,0.004586788194187155,0.9800307219662059,651,0.02510042770478981
2008-03-01,0.013765021644086429,474,244,230,-0.3110135500610417,0.947436221428363,0.000947436221428363,0.0461,0.3110135500610417,0.014337724657814023,0.028102746301900454,0.02715531008047209,0.0017421261478329458,0.9716312056737588,564,0.026360620154067507
2008-04-01,0.018013771391371163,408,189,219,-0.08319017308198842,1.6143859417951842,0.001614385941795184,0.0187,0.08319017308198842,0.0015556562366331836,0.019569427628004347,0.017955041686209164,0.0031379237593756972,0.9832635983263598,717,0.016431503868628648
2008-05-01,0.01578736414991845,433,202,231,-0.3079001739757715,1.5352117452548741,0.0015352117452548742,-0.0843,0.3079001739757715,-0.02595598466615754,-0.01016862051623909,-0.011703832261493963,0.0035301064852876654,0.9851411589895989,673,-0.013698727001526755
2008-06-01,0.00023455379354396128,370,186,184,0.4227927764155886,1.9290750915750916,0.0019290750915750916,-0.0075,-0.4227927764155886,0.0031709458231169146,0.0034054996166608758,0.0014764245250857842,0.004178669277359058,0.9422492401215805,658,-0.0007731696606981821
2008-07-01,0.00851507845178977,435,200,235,0.05452891272981027,1.4385335265595758,0.0014385335265595758,0.0153,-0.05452891272981027,-0.000834292364766097,0.007680786087023672,0.006242252560464096,0.003670345188701199,0.9858490566037735,636,0.004010440898322473
2008-08-01,0.06697057371834023,390,188,202,-0.39906095102730427,1.7675634143425274,0.0017675634143425273,-0.0935,0.39906095102730427,-0.03731219892105295,0.02965837479728728,0.02789081138294475,0.004070643261531166,0.9866071428571429,672,0.025587731535756112
2008-09-01,-0.048842414570590506,375,184,191,-0.02210749979324749,1.7045242222466799,0.0017045242222466796,-0.172,0.02210749979324749,-0.003802489964438568,-0.052644904535029076,-0.054349428757275754,0.0037506130750224755,0.9660743134087237,619,-0.05639551761005155
2008-10-01,-0.0028562302932367747,361,174,187,-0.14475712401713475,1.6103504316961033,0.0016103504316961033,-0.0774,0.14475712401713475,-0.01120420139892623,-0.014060431692163004,-0.015670782123859108,0.003681761080791042,0.8743545611015491,581,-0.017742192772954045
2008-11-01,-0.022203403682350464,348,160,188,-0.2018288365628942,1.6196265256344164,0.0016196265256344165,0.0177,0.2018288365628942,0.0035723704071632272,-0.018631033275187236,-0.020250659800821653,0.003792342958561431,0.9263157894736842,570,-0.022423376233748668
2008-12-01,-0.0030694145797545173,340,173,167,0.20071478599935252,1.845176966960055,0.0018451769669600552,-0.0809,-0.20071478599935252,0.01623782618734762,0.013168411607593102,0.011323234640633046,0.0043667505211165145,0.9860869565217392,575,0.008801661086476589
2009-01-01,-0.02063831642904549,368,186,182,0.2861118753709733,1.4402194547381713,0.0014402194547381713,-0.1014,-0.2861118753709733,0.029011744162616697,0.008373427733571207,0.006933208278833035,0.0033939862226013574,0.9355992844364938,559,0.004979441510969849
2009-02-01,-0.03325784515387751,320,151,169,-0.09855872165395499,1.725453782328782,0.0017254537823287819,0.0901,0.09855872165395499,0.008880140821021345,-0.024377704332856166,-0.02610315811518495,0.0040692601382784225,0.9240282685512368,566,-0.028446964471134588
2009-03-01,-0.1562100570893635,362,182,180,-0.35552005620636185,1.5015704041126443,0.0015015704041126444,0.1017,0.35552005620636185,0.036156389716187,-0.12005366737317649,-0.12155523777728913,0.003653036966709262,0.9864341085271318,516,-0.12370670433988576
2009-04-01,-0.03892034636108964,414,192,222,-0.4021590619794658,1.1290529000406084,0.0011290529000406084,0.0521,0.4021590619794658,0.02095248712913017,-0.017967859231959468,-0.019096912132000078,0.00302489210759946,0.9926739926739927,546,-0.020992751339558927
2009-05-01,-0.0077836892584051895,384,200,184,0.022850809773164428,1.5493139882228513,0.0015493139882228513,0.0042,-0.022850809773164428,-9.597340104729059e-05,-0.00787966265945248,-0.00942897664767533,0.004044019339995581,0.9780907668231612,639,-0.011923681999448061
2009-06-01,-0.003460729662921801,396,198,198,0.12112124478760719,1.3666990361922002,0.0013666990361922001,0.0774,-0.12112124478760719,-0.009374784346560796,-0.012835514009482598,-0.014202213045674799,0.0034851789864957477,0.9749163879598662,598,-0.016320692995978346
2009-07-01,-0.03462532263817239,373,179,194,-0.4768083966468356,1.7069884251336715,0.0017069884251336718,0.0333,0.4768083966468356,0.015877719608339627,-0.018747603029832763,-0.020454591454966434,0.003936754872090241,0.9936908517350158,634,-0.022684357901923004
2009-08-01,-0.030988759003724678,446,232,214,-0.2839927026019191,1.1444207475868549,0.0011444207475868548,0.0408,0.2839927026019191,0.0115869022661583,-0.019401856737566378,-0.020546277485153232,0.0030044869113258084,0.989778534923339,587,-0.022406343648892185
2009-09-01,0.010405678193433916,389,193,196,0.06840925262630054,1.7658928770267757,0.0017658928770267757,-0.0253,-0.06840925262630054,0.0017307540914454037,0.01213643228487932,0.010370539407852545,0.004263733163556438,0.988950276243094,724,0.007872699121322883
2009-10-01,-0.022548096137719013,389,192,197,-0.25668048351595485,1.6798509260946264,0.0016798509260946264,0.0563,0.25668048351595485,0.01445111122194826,-0.008096984915770754,-0.00977683584186538,0.004333991064056469,0.9587786259541985,655,-0.012430975979827223
